1513866118.390773 server started (5930): version 2.6, socket /private/tmp/tmux-501/default, protocol 8
1513866118.390834 on Darwin 17.3.0 Darwin Kernel Version 17.3.0: Thu Nov  9 18:09:22 PST 2017; root:xnu-4570.31.3~1/RELEASE_X86_64; libevent 2.1.8-stable (select)
1513866118.392480 add peer 0x7ffe09011a00: 9 (0x7ffe09011000)
1513866118.392514 new client 0x7ffe09011000
1513866118.392628 loading /usr/local/etc/tmux.conf
1513866118.392715 loading /Users/shriyeshpujari/.tmux.conf
1513866118.392756 server loop enter
1513866151.390687 /dev/ttys000: keys in list: 0x10000059
1513866151.390706 /dev/ttys000: complete key \033OA 0x10000059
1513866151.390727 session 0 activity 1513866151.390724 (last 1513866149.966266)
1513866151.390748 cmd_find_from_session: s=$0
1513866151.390766 cmd_find_from_session: wl=0 1 w=@0 ~/repos/library
1513866151.390784 cmd_find_from_session: wp=%0
1513866151.390801 cmd_find_from_session: idx=none
1513866151.390819 session 0 not pasting
1513866151.390839 key table root (pane %0)
1513866151.390856 not found in key table root
1513866151.390876 writing key 0x10000059 (Up) to %0
1513866151.390896 found key 0x10000059: "\033OA"
1513866151.390918 cmdq_next <global>: empty
1513866151.390937 cmdq_next <0x7ffe09011000>: empty
1513866151.390989 cmdq_next <global>: empty
1513866151.391010 cmdq_next <0x7ffe09011000>: empty
1513866151.391767 %0 has 2 bytes
1513866151.391805 @0 alerts timer reset 0
1513866151.391829 screen_write_start: size 238x50, pane %0
1513866151.391849 input_parse: %0 ground, 2 bytes: :d
1513866151.391869 screen_write_collect_end: 2 :d (at 38,7)
1513866151.391891 /dev/ttys000: :d
1513866151.391911 screen_write_collect_flush: flushed 1 items (2 bytes)
1513866151.391929 screen_write_stop: 2 cells (2 written, 0 skipped)
1513866151.391949 cmdq_next <global>: empty
1513866151.391968 cmdq_next <0x7ffe09011000>: empty
1513866151.392015 /dev/ttys000: wrote 2 bytes (of 2)
1513866151.392036 cmdq_next <global>: empty
1513866151.392054 cmdq_next <0x7ffe09011000>: empty
1513866152.077901 /dev/ttys000: read 3 bytes (already 0)
1513866152.077937 /dev/ttys000: keys are 3 (\033OA)
1513866152.077953 /dev/ttys000: next key is 3 (\033OA) (expired=0)
1513866152.077976 /dev/ttys000: keys in list: 0x10000059
1513866152.077990 /dev/ttys000: complete key \033OA 0x10000059
1513866152.078007 session 0 activity 1513866152.078004 (last 1513866151.390724)
1513866152.078022 cmd_find_from_session: s=$0
1513866152.078036 cmd_find_from_session: wl=0 1 w=@0 ~/repos/library
1513866152.078049 cmd_find_from_session: wp=%0
1513866152.078062 cmd_find_from_session: idx=none
1513866152.078076 session 0 not pasting
1513866152.078098 key table root (pane %0)
1513866152.078121 not found in key table root
1513866152.078158 writing key 0x10000059 (Up) to %0
1513866152.078179 found key 0x10000059: "\033OA"
1513866152.078204 cmdq_next <global>: empty
1513866152.078229 cmdq_next <0x7ffe09011000>: empty
1513866152.078282 cmdq_next <global>: empty
1513866152.078305 cmdq_next <0x7ffe09011000>: empty
1513866152.078634 %0 has 9 bytes
1513866152.078678 @0 alerts timer reset 0
1513866152.078699 screen_write_start: size 238x50, pane %0
1513866152.078724 input_parse: %0 ground, 9 bytes: \b\btmux -V
1513866152.078752 input_c0_dispatch: '\b'
1513866152.078766 input_c0_dispatch: '\b'
1513866152.078783 screen_write_collect_end: 7 tmux -V (at 38,7)
1513866152.078799 /dev/ttys000: \b
1513866152.078818 /dev/ttys000: \b
1513866152.078834 /dev/ttys000: tmux -V
1513866152.078848 screen_write_collect_flush: flushed 1 items (7 bytes)
1513866152.078862 screen_write_stop: 7 cells (7 written, 0 skipped)
1513866152.078877 cmdq_next <global>: empty
1513866152.078892 cmdq_next <0x7ffe09011000>: empty
1513866152.078932 /dev/ttys000: wrote 9 bytes (of 9)
1513866152.078959 cmdq_next <global>: empty
1513866152.078987 cmdq_next <0x7ffe09011000>: empty
1513866152.958207 /dev/ttys000: read 1 bytes (already 0)
1513866152.958264 /dev/ttys000: keys are 1 (\177)
1513866152.958284 /dev/ttys000: next key is 1 (\177) (expired=0)
1513866152.958303 /dev/ttys000: complete key \177 0x7f
1513866152.958324 session 0 activity 1513866152.958320 (last 1513866152.078004)
1513866152.958343 cmd_find_from_session: s=$0
1513866152.958361 cmd_find_from_session: wl=0 1 w=@0 ~/repos/library
1513866152.958378 cmd_find_from_session: wp=%0
1513866152.958394 cmd_find_from_session: idx=none
1513866152.958411 session 0 not pasting
1513866152.958430 key table root (pane %0)
1513866152.958447 not found in key table root
1513866152.958466 writing key 0x10000045 (BSpace) to %0
1513866152.958485 found key 0x10000045: "\177"
1513866152.958507 cmdq_next <global>: empty
1513866152.958525 cmdq_next <0x7ffe09011000>: empty
1513866152.958576 cmdq_next <global>: empty
1513866152.958597 cmdq_next <0x7ffe09011000>: empty
1513866152.958673 %0 has 3 bytes
1513866152.958698 @0 alerts timer reset 0
1513866152.958718 screen_write_start: size 238x50, pane %0
1513866152.958737 input_parse: %0 ground, 3 bytes: \b \b
1513866152.958754 input_c0_dispatch: '\b'
1513866152.958772 screen_write_collect_end: 1   (at 44,7)
1513866152.958789 input_c0_dispatch: '\b'
1513866152.958808 /dev/ttys000: \b
1513866152.958826 /dev/ttys000:  
1513866152.958844 screen_write_collect_flush: flushed 1 items (1 bytes)
1513866152.958861 screen_write_stop: 1 cells (1 written, 0 skipped)
1513866152.958880 cmdq_next <global>: empty
1513866152.958897 cmdq_next <0x7ffe09011000>: empty
1513866152.958915 /dev/ttys000: \b
1513866152.958955 /dev/ttys000: wrote 3 bytes (of 3)
1513866152.958974 cmdq_next <global>: empty
1513866152.958992 cmdq_next <0x7ffe09011000>: empty
1513866153.133870 /dev/ttys000: read 1 bytes (already 0)
1513866153.133915 /dev/ttys000: keys are 1 (\177)
1513866153.133931 /dev/ttys000: next key is 1 (\177) (expired=0)
1513866153.133947 /dev/ttys000: complete key \177 0x7f
1513866153.133963 session 0 activity 1513866153.133960 (last 1513866152.958320)
1513866153.133979 cmd_find_from_session: s=$0
1513866153.133992 cmd_find_from_session: wl=0 1 w=@0 ~/repos/library
1513866153.134005 cmd_find_from_session: wp=%0
1513866153.134018 cmd_find_from_session: idx=none
1513866153.134031 session 0 not pasting
1513866153.134046 key table root (pane %0)
1513866153.134059 not found in key table root
1513866153.134074 writing key 0x10000045 (BSpace) to %0
1513866153.134089 found key 0x10000045: "\177"
1513866153.134106 cmdq_next <global>: empty
1513866153.134120 cmdq_next <0x7ffe09011000>: empty
1513866153.134160 cmdq_next <global>: empty
1513866153.134176 cmdq_next <0x7ffe09011000>: empty
1513866153.134253 %0 has 3 bytes
1513866153.134282 @0 alerts timer reset 0
1513866153.134300 screen_write_start: size 238x50, pane %0
1513866153.134315 input_parse: %0 ground, 3 bytes: \b \b
1513866153.134329 input_c0_dispatch: '\b'
1513866153.134348 screen_write_collect_end: 1   (at 43,7)
1513866153.134362 input_c0_dispatch: '\b'
1513866153.134377 /dev/ttys000: \b
1513866153.134392 /dev/ttys000:  
1513866153.134406 screen_write_collect_flush: flushed 1 items (1 bytes)
1513866153.134419 screen_write_stop: 1 cells (1 written, 0 skipped)
1513866153.134434 cmdq_next <global>: empty
1513866153.134448 cmdq_next <0x7ffe09011000>: empty
1513866153.134462 /dev/ttys000: \b
1513866153.134497 /dev/ttys000: wrote 3 bytes (of 3)
1513866153.134513 cmdq_next <global>: empty
1513866153.134526 cmdq_next <0x7ffe09011000>: empty
1513866153.854783 /dev/ttys000: read 1 bytes (already 0)
1513866153.854836 /dev/ttys000: keys are 1 (n)
1513866153.854856 /dev/ttys000: next key is 1 (n) (expired=0)
1513866153.854875 /dev/ttys000: complete key n 0x6e
1513866153.854896 session 0 activity 1513866153.854893 (last 1513866153.133960)
1513866153.854916 cmd_find_from_session: s=$0
1513866153.854934 cmd_find_from_session: wl=0 1 w=@0 ~/repos/library
1513866153.854951 cmd_find_from_session: wp=%0
1513866153.854967 cmd_find_from_session: idx=none
1513866153.854984 session 0 not pasting
1513866153.855003 key table root (pane %0)
1513866153.855019 not found in key table root
1513866153.855038 writing key 0x6e (n) to %0
1513866153.855060 cmdq_next <global>: empty
1513866153.855079 cmdq_next <0x7ffe09011000>: empty
1513866153.855128 cmdq_next <global>: empty
1513866153.855149 cmdq_next <0x7ffe09011000>: empty
1513866153.855499 %0 has 1 bytes
1513866153.855529 @0 alerts timer reset 0
1513866153.855547 screen_write_start: size 238x50, pane %0
1513866153.855562 input_parse: %0 ground, 1 bytes: n
1513866153.855577 screen_write_collect_end: 1 n (at 43,7)
1513866153.855593 /dev/ttys000: n
1513866153.855608 screen_write_collect_flush: flushed 1 items (1 bytes)
1513866153.855621 screen_write_stop: 1 cells (1 written, 0 skipped)
1513866153.855636 cmdq_next <global>: empty
1513866153.855650 cmdq_next <0x7ffe09011000>: empty
1513866153.855686 /dev/ttys000: wrote 1 bytes (of 1)
1513866153.855702 cmdq_next <global>: empty
1513866153.855715 cmdq_next <0x7ffe09011000>: empty
1513866154.134818 /dev/ttys000: read 1 bytes (already 0)
1513866154.134873 /dev/ttys000: keys are 1 (e)
1513866154.134893 /dev/ttys000: next key is 1 (e) (expired=0)
1513866154.134913 /dev/ttys000: complete key e 0x65
1513866154.134933 session 0 activity 1513866154.134930 (last 1513866153.854893)
1513866154.134953 cmd_find_from_session: s=$0
1513866154.134971 cmd_find_from_session: wl=0 1 w=@0 ~/repos/library
1513866154.134987 cmd_find_from_session: wp=%0
1513866154.135004 cmd_find_from_session: idx=none
1513866154.135021 session 0 not pasting
1513866154.135040 key table root (pane %0)
1513866154.135057 not found in key table root
1513866154.135076 writing key 0x65 (e) to %0
1513866154.135099 cmdq_next <global>: empty
1513866154.135117 cmdq_next <0x7ffe09011000>: empty
1513866154.135167 cmdq_next <global>: empty
1513866154.135188 cmdq_next <0x7ffe09011000>: empty
1513866154.135476 %0 has 1 bytes
1513866154.135514 @0 alerts timer reset 0
1513866154.135537 screen_write_start: size 238x50, pane %0
1513866154.135557 input_parse: %0 ground, 1 bytes: e
1513866154.135575 screen_write_collect_end: 1 e (at 44,7)
1513866154.135596 /dev/ttys000: e
1513866154.135615 screen_write_collect_flush: flushed 1 items (1 bytes)
1513866154.135633 screen_write_stop: 1 cells (1 written, 0 skipped)
1513866154.135652 cmdq_next <global>: empty
1513866154.135670 cmdq_next <0x7ffe09011000>: empty
1513866154.135717 /dev/ttys000: wrote 1 bytes (of 1)
1513866154.135737 cmdq_next <global>: empty
1513866154.135755 cmdq_next <0x7ffe09011000>: empty
1513866154.294856 /dev/ttys000: read 1 bytes (already 0)
1513866154.294934 /dev/ttys000: keys are 1 (w)
1513866154.294977 /dev/ttys000: next key is 1 (w) (expired=0)
1513866154.294999 /dev/ttys000: complete key w 0x77
1513866154.295021 session 0 activity 1513866154.295017 (last 1513866154.134930)
1513866154.295042 cmd_find_from_session: s=$0
1513866154.295060 cmd_find_from_session: wl=0 1 w=@0 ~/repos/library
1513866154.295077 cmd_find_from_session: wp=%0
1513866154.295099 cmd_find_from_session: idx=none
1513866154.295118 session 0 not pasting
1513866154.295137 key table root (pane %0)
1513866154.295154 not found in key table root
1513866154.295173 writing key 0x77 (w) to %0
1513866154.295196 cmdq_next <global>: empty
1513866154.295214 cmdq_next <0x7ffe09011000>: empty
1513866154.295269 cmdq_next <global>: empty
1513866154.295290 cmdq_next <0x7ffe09011000>: empty
1513866154.295586 %0 has 1 bytes
1513866154.295624 @0 alerts timer reset 0
1513866154.295647 screen_write_start: size 238x50, pane %0
1513866154.295667 input_parse: %0 ground, 1 bytes: w
1513866154.295685 screen_write_collect_end: 1 w (at 45,7)
1513866154.295706 /dev/ttys000: w
1513866154.295726 screen_write_collect_flush: flushed 1 items (1 bytes)
1513866154.295743 screen_write_stop: 1 cells (1 written, 0 skipped)
1513866154.295763 cmdq_next <global>: empty
1513866154.295782 cmdq_next <0x7ffe09011000>: empty
1513866154.295830 /dev/ttys000: wrote 1 bytes (of 1)
1513866154.295850 cmdq_next <global>: empty
1513866154.295875 cmdq_next <0x7ffe09011000>: empty
1513866154.437959 /dev/ttys000: read 1 bytes (already 0)
1513866154.438015 /dev/ttys000: keys are 1 (\r)
1513866154.438036 /dev/ttys000: next key is 1 (\r) (expired=0)
1513866154.438055 /dev/ttys000: complete key \r 0xd
1513866154.438076 session 0 activity 1513866154.438072 (last 1513866154.295017)
1513866154.438095 cmd_find_from_session: s=$0
1513866154.438113 cmd_find_from_session: wl=0 1 w=@0 ~/repos/library
1513866154.438130 cmd_find_from_session: wp=%0
1513866154.438146 cmd_find_from_session: idx=none
1513866154.438163 session 0 not pasting
1513866154.438182 key table root (pane %0)
1513866154.438199 not found in key table root
1513866154.438218 writing key 0xd (Enter) to %0
1513866154.438239 cmdq_next <global>: empty
1513866154.438258 cmdq_next <0x7ffe09011000>: empty
1513866154.438309 cmdq_next <global>: empty
1513866154.438337 cmdq_next <0x7ffe09011000>: empty
1513866154.438511 %0 has 7 bytes
1513866154.438550 @0 alerts timer reset 0
1513866154.438574 screen_write_start: size 238x50, pane %0
1513866154.438593 input_parse: %0 ground, 7 bytes: \033[?1l\033>
1513866154.438614 input_csi_dispatch: 'l' "?" "1"
1513866154.438634 input_esc_dispatch: '>', 
1513866154.438653 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866154.438670 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866154.438689 cmdq_next <global>: empty
1513866154.438707 cmdq_next <0x7ffe09011000>: empty
1513866154.438753 %0 has 11 bytes
1513866154.438774 @0 alerts timer reset 0
1513866154.438793 screen_write_start: size 238x50, pane %0
1513866154.438811 input_parse: %0 ground, 11 bytes: \033[?2004l\r\r\n
1513866154.438840 input_csi_dispatch: 'l' "?" "2004"
1513866154.438874 input_c0_dispatch: '\r'
1513866154.438889 input_c0_dispatch: '\r'
1513866154.438907 input_c0_dispatch: '\n'
1513866154.438933 screen_write_linefeed: at 0,7 (region 0-49)
1513866154.438950 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866154.438964 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866154.438982 cmdq_next <global>: empty
1513866154.438995 cmdq_next <0x7ffe09011000>: empty
1513866154.439010 /dev/ttys000: \r
1513866154.439024 /dev/ttys000: \n
1513866154.439041 /dev/ttys000: \033[?2004l
1513866154.439078 /dev/ttys000: wrote 10 bytes (of 10)
1513866154.439102 cmdq_next <global>: empty
1513866154.439116 cmdq_next <0x7ffe09011000>: empty
1513866154.439501 %0 has 8 bytes
1513866154.439532 @0 alerts timer reset 0
1513866154.439550 screen_write_start: size 238x50, pane %0
1513866154.439565 input_parse: %0 ground, 8 bytes: \033ktmux\033\\
1513866154.439579 input_enter_rename
1513866154.439594 input_exit_rename: "tmux"
1513866154.439610 cmd_find_from_window: s=$0
1513866154.439623 cmd_find_from_window: wl=0 1 w=@0 tmux
1513866154.439636 cmd_find_from_window: wp=%0
1513866154.439649 cmd_find_from_window: idx=0
1513866154.439663 window_add_ref: @0 notify_add, now 2
1513866154.439676 session_add_ref: 0 notify_add, now 2
1513866154.439691 input_esc_dispatch: '\\', 
1513866154.439711 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866154.439725 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866154.439740 cmdq_next <global>: enter
1513866154.439754 cmdq_next <global>: callback[notify_callback] (1), flags 0
1513866154.439767 notify_callback: window-renamed
1513866154.439782 window_remove_ref: @0 notify_callback, now 1
1513866154.439795 session_remove_ref: 0 notify_callback, now 1
1513866154.439809 cmdq_next <global>: exit (empty)
1513866154.439823 cmdq_next <0x7ffe09011000>: empty
1513866154.439836 cmdq_next <global>: empty
1513866154.439849 cmdq_next <0x7ffe09011000>: empty
1513866154.439867 screen_write_start: size 238x1, no pane
1513866154.439898 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866154.439912 screen_write_stop: 238 cells (238 written, 0 skipped)
1513866154.440156 format '[#S] ' -> '[0] '
1513866154.440218 unref client 0x7ffe09011000 (2 references)
1513866154.440436 format ' "#{=21:pane_title}" 19:52 21-Dec-17' -> ' "shriyeshs-MacBook-Pro" 19:52 21-Dec-17'
1513866154.440495 unref client 0x7ffe09011000 (2 references)
1513866154.440710 format '#{window_flags}' -> '*'
1513866154.440728 format '#I:#W#{?window_flags,#{window_flags}, }' -> '0:tmux*'
1513866154.440783 unref client 0x7ffe09011000 (2 references)
1513866154.440802 screen_write_start: size 8x1, no pane
1513866154.440819 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866154.440833 screen_write_stop: 8 cells (8 written, 0 skipped)
1513866154.440848 screen_write_start: size 238x1, no pane
1513866154.440867 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866154.440883 screen_write_stop: 52 cells (47 written, 5 skipped)
1513866154.440905 /dev/ttys000: \033[?25l
1513866154.440923 /dev/ttys000: \033[51d
1513866154.440946 /dev/ttys000: \033[30m
1513866154.440960 /dev/ttys000: \033[42m
1513866154.440977 /dev/ttys000: [0] 0:tmux*                                                                                                                                                                                            "shriyeshs-MacBook-Pro" 19:52 21-Dec-17
1513866154.440991 /dev/ttys000: \033(B\033[m
1513866154.441006 /dev/ttys000: \033[9;1H
1513866154.441019 /dev/ttys000: \033[?12l\033[?25h
1513866154.441058 /dev/ttys000: wrote 283 bytes (of 283)
1513866154.441074 cmdq_next <global>: empty
1513866154.441088 cmdq_next <0x7ffe09011000>: empty
1513866154.445901 add peer 0x7ffe09023c00: 11 (0x7ffe09023200)
1513866154.445935 new client 0x7ffe09023200
1513866154.445949 cmdq_next <global>: empty
1513866154.445962 cmdq_next <0x7ffe09011000>: empty
1513866154.447698 peer 0x7ffe09023c00 message 100
1513866154.447721 client 0x7ffe09023200 IDENTIFY_FLAGS 0x10000
1513866154.447734 peer 0x7ffe09023c00 message 101
1513866154.447745 client 0x7ffe09023200 IDENTIFY_TERM screen
1513866154.447756 peer 0x7ffe09023c00 message 102
1513866154.447766 client 0x7ffe09023200 IDENTIFY_TTYNAME /dev/ttys002
1513866154.447777 peer 0x7ffe09023c00 message 108
1513866154.447795 client 0x7ffe09023200 IDENTIFY_CWD /Users/shriyeshpujari/repos/library
1513866154.447806 peer 0x7ffe09023c00 message 104
1513866154.447817 client 0x7ffe09023200 IDENTIFY_STDIN 12
1513866154.447827 peer 0x7ffe09023c00 message 107
1513866154.447838 client 0x7ffe09023200 IDENTIFY_CLIENTPID 6065
1513866154.447848 peer 0x7ffe09023c00 message 105
1513866154.447861 client 0x7ffe09023200 IDENTIFY_ENVIRON Apple_PubSub_Socket_Render=/private/tmp/com.apple.launchd.5GIGg7ZhOK/Render
1513866154.447872 peer 0x7ffe09023c00 message 105
1513866154.447883 client 0x7ffe09023200 IDENTIFY_ENVIRON GEM_HOME=/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2
1513866154.447894 peer 0x7ffe09023c00 message 105
1513866154.447907 client 0x7ffe09023200 IDENTIFY_ENVIRON GEM_PATH=/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2:/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2@global
1513866154.447918 peer 0x7ffe09023c00 message 105
1513866154.447929 client 0x7ffe09023200 IDENTIFY_ENVIRON HOME=/Users/shriyeshpujari
1513866154.447940 peer 0x7ffe09023c00 message 105
1513866154.447952 client 0x7ffe09023200 IDENTIFY_ENVIRON IRBRC=/Users/shriyeshpujari/.rvm/rubies/ruby-2.4.2/.irbrc
1513866154.447965 peer 0x7ffe09023c00 message 105
1513866154.447977 client 0x7ffe09023200 IDENTIFY_ENVIRON LC_CTYPE=UTF-8
1513866154.447988 peer 0x7ffe09023c00 message 105
1513866154.447999 client 0x7ffe09023200 IDENTIFY_ENVIRON LESS=-R
1513866154.448010 peer 0x7ffe09023c00 message 105
1513866154.448021 client 0x7ffe09023200 IDENTIFY_ENVIRON LOGNAME=shriyeshpujari
1513866154.448031 peer 0x7ffe09023c00 message 105
1513866154.448043 client 0x7ffe09023200 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1513866154.448053 peer 0x7ffe09023c00 message 105
1513866154.448065 client 0x7ffe09023200 IDENTIFY_ENVIRON MY_RUBY_HOME=/Users/shriyeshpujari/.rvm/rubies/ruby-2.4.2
1513866154.448075 peer 0x7ffe09023c00 message 105
1513866154.448086 client 0x7ffe09023200 IDENTIFY_ENVIRON OLDPWD=/Users/shriyeshpujari/repos/library
1513866154.448097 peer 0x7ffe09023c00 message 105
1513866154.448108 client 0x7ffe09023200 IDENTIFY_ENVIRON PAGER=less
1513866154.448119 peer 0x7ffe09023c00 message 105
1513866154.448134 client 0x7ffe09023200 IDENTIFY_ENVIRON PATH=/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2/bin:/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2@global/bin:/Users/shriyeshpujari/.rvm/rubies/ruby-2.4.2/bin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2/bin:/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2@global/bin:/Users/shriyeshpujari/.rvm/rubies/ruby-2.4.2/bin:/Users/shriyeshpujari/.rvm/bin
1513866154.448145 peer 0x7ffe09023c00 message 105
1513866154.448157 client 0x7ffe09023200 IDENTIFY_ENVIRON PWD=/Users/shriyeshpujari/repos/library
1513866154.448167 peer 0x7ffe09023c00 message 105
1513866154.448178 client 0x7ffe09023200 IDENTIFY_ENVIRON RUBY_VERSION=ruby-2.4.2
1513866154.448189 peer 0x7ffe09023c00 message 105
1513866154.448200 client 0x7ffe09023200 IDENTIFY_ENVIRON SHELL=/bin/zsh
1513866154.448210 peer 0x7ffe09023c00 message 105
1513866154.448221 client 0x7ffe09023200 IDENTIFY_ENVIRON SHLVL=2
1513866154.448232 peer 0x7ffe09023c00 message 105
1513866154.448243 client 0x7ffe09023200 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.bEu4cP2MaY/Listeners
1513866154.448254 peer 0x7ffe09023c00 message 105
1513866154.448265 client 0x7ffe09023200 IDENTIFY_ENVIRON TERM=screen
1513866154.448275 peer 0x7ffe09023c00 message 105
1513866154.448286 client 0x7ffe09023200 IDENTIFY_ENVIRON TERM_PROGRAM=Apple_Terminal
1513866154.448297 peer 0x7ffe09023c00 message 105
1513866154.448308 client 0x7ffe09023200 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=400
1513866154.448318 peer 0x7ffe09023c00 message 105
1513866154.448329 client 0x7ffe09023200 IDENTIFY_ENVIRON TERM_SESSION_ID=B5424330-89CA-47F1-8E8F-072406A9882F
1513866154.448340 peer 0x7ffe09023c00 message 105
1513866154.448351 client 0x7ffe09023200 IDENTIFY_ENVIRON TMPDIR=/var/folders/4x/q28qp2m17ns5q7bhhz2c5w1c0000gn/T/
1513866154.448362 peer 0x7ffe09023c00 message 105
1513866154.448373 client 0x7ffe09023200 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,5930,0
1513866154.448384 peer 0x7ffe09023c00 message 105
1513866154.448395 client 0x7ffe09023200 IDENTIFY_ENVIRON TMUX_PANE=%0
1513866154.448405 peer 0x7ffe09023c00 message 105
1513866154.448416 client 0x7ffe09023200 IDENTIFY_ENVIRON USER=shriyeshpujari
1513866154.448426 peer 0x7ffe09023c00 message 105
1513866154.448437 client 0x7ffe09023200 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1513866154.448447 peer 0x7ffe09023c00 message 105
1513866154.448458 client 0x7ffe09023200 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1513866154.448469 peer 0x7ffe09023c00 message 105
1513866154.448480 client 0x7ffe09023200 IDENTIFY_ENVIRON ZSH=/Users/shriyeshpujari/.oh-my-zsh
1513866154.448490 peer 0x7ffe09023c00 message 105
1513866154.448501 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_alias_expanded=
1513866154.448512 peer 0x7ffe09023c00 message 105
1513866154.448523 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_bin_flag=
1513866154.448533 peer 0x7ffe09023c00 message 105
1513866154.448544 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_bin_path=/Users/shriyeshpujari/.rvm/bin
1513866154.448556 peer 0x7ffe09023c00 message 105
1513866154.448567 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_docs_type=
1513866154.448578 peer 0x7ffe09023c00 message 105
1513866154.448589 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_gemstone_package_file=
1513866154.448599 peer 0x7ffe09023c00 message 105
1513866154.448610 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_gemstone_url=
1513866154.448620 peer 0x7ffe09023c00 message 105
1513866154.448631 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_hook=
1513866154.448641 peer 0x7ffe09023c00 message 105
1513866154.448652 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_niceness=
1513866154.448662 peer 0x7ffe09023c00 message 105
1513866154.448673 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_nightly_flag=
1513866154.448683 peer 0x7ffe09023c00 message 105
1513866154.448694 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_only_path_flag=
1513866154.448704 peer 0x7ffe09023c00 message 105
1513866154.448715 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_path=/Users/shriyeshpujari/.rvm
1513866154.448726 peer 0x7ffe09023c00 message 105
1513866154.448737 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_prefix=/Users/shriyeshpujari
1513866154.448747 peer 0x7ffe09023c00 message 105
1513866154.448758 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_pretty_print_flag=
1513866154.448768 peer 0x7ffe09023c00 message 105
1513866154.448779 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_proxy=
1513866154.448789 peer 0x7ffe09023c00 message 105
1513866154.448800 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_quiet_flag=
1513866154.448810 peer 0x7ffe09023c00 message 105
1513866154.448821 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_ruby_bits=
1513866154.448831 peer 0x7ffe09023c00 message 105
1513866154.448842 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_ruby_file=
1513866154.448852 peer 0x7ffe09023c00 message 105
1513866154.448863 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_ruby_make=
1513866154.448873 peer 0x7ffe09023c00 message 105
1513866154.448884 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_ruby_make_install=
1513866154.448895 peer 0x7ffe09023c00 message 105
1513866154.448906 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_ruby_mode=
1513866154.448916 peer 0x7ffe09023c00 message 105
1513866154.448927 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_script_name=
1513866154.448938 peer 0x7ffe09023c00 message 105
1513866154.448948 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_sdk=
1513866154.448971 peer 0x7ffe09023c00 message 105
1513866154.448981 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_silent_flag=
1513866154.448990 peer 0x7ffe09023c00 message 105
1513866154.449000 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_use_flag=
1513866154.449009 peer 0x7ffe09023c00 message 105
1513866154.449019 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_version=1.29.3 (latest)
1513866154.449029 peer 0x7ffe09023c00 message 105
1513866154.449039 client 0x7ffe09023200 IDENTIFY_ENVIRON rvm_wrapper_name=
1513866154.449048 peer 0x7ffe09023c00 message 105
1513866154.449058 client 0x7ffe09023200 IDENTIFY_ENVIRON _system_type=Darwin
1513866154.449067 peer 0x7ffe09023c00 message 105
